@relation zipf_color

@attribute -0.8670712147268158 numeric
@attribute 0.9602026049883123 numeric

@data
-0.555353,0.921386
-0.766024,0.943732
-0.805983,0.953686
-0.802251,0.960382
-0.800432,0.956195
-0.823157,0.960878
-0.999289,0.958729
-0.921826,0.963766
-0.949289,0.953418
-0.909272,0.952876
-0.927592,0.951012
-1.19486,0.921991
-0.553791,0.919651
-0.53362,0.913252
-0.551706,0.920311
-0.563164,0.920258
-0.77257,0.938849
-0.566949,0.925201
-0.56563,0.918604
-0.562009,0.904314
-0.579212,0.92756
-0.816272,0.910561
-0.495304,0.882463
-0.546891,0.915156
-0.593456,0.882789
-0.613946,0.913202
-0.766937,0.948093
-0.548349,0.917561
-0.545469,0.914345
-0.529667,0.907259
-0.534639,0.911252
-0.754169,0.93671
-0.850348,0.962061
-0.89315,0.967684
-0.904953,0.952062
-0.858682,0.956048
-1.10827,0.932097
-0.457442,0.873379
-0.478385,0.893272
-0.455947,0.884271
-0.461056,0.887793
-0.661438,0.928741
-0.922081,0.934999
-0.906611,0.932811
-0.973711,0.930454
-0.900606,0.929797
-1.18707,0.889595
-0.66668,0.940899
-0.733551,0.932063
-0.701044,0.9413
-0.72392,0.953382
-0.934422,0.895873
-0.987238,0.941769
-0.949207,0.928181
-0.988353,0.93371
-0.956467,0.934742
-1.218942,0.912306
-0.898144,0.969107
-0.901026,0.967949
-0.894835,0.967694
-0.867871,0.966274
-1.113692,0.950031
-0.931559,0.954692
-0.798126,0.916819
-0.765349,0.940127
-0.768171,0.942716
-1.050818,0.895671
-0.593041,0.927938
-0.50431,0.892568
-0.611258,0.930831
-0.516621,0.890608
-0.7826,0.920949
-0.939872,0.962039
-0.902094,0.962452
-0.914738,0.953542
-0.91301,0.956123
-1.133666,0.936445
-0.646176,0.934798
-0.589889,0.92321
-0.649556,0.935094
-0.591421,0.92601
-0.763573,0.928871
-0.86598,0.941649
-0.843704,0.939336
-0.867679,0.942294
-0.911532,0.937722
-1.132646,0.901953
-0.468685,0.88375
-0.564739,0.916843
-0.591863,0.909805
-0.611818,0.895499
-0.748954,0.951164
-0.882831,0.937999
-0.878947,0.931454
-0.944819,0.928056
-0.934614,0.929134
-1.141385,0.885757
-0.861399,0.964835
-0.827013,0.96412
-0.843994,0.965183
-0.833776,0.963428
-1.039013,0.956285
-0.687129,0.939987
-0.745829,0.926709
-0.725341,0.94309
-0.736999,0.954958
-0.949276,0.890115
-0.526977,0.909036
-0.5517,0.918758
-0.527007,0.911979
-0.498992,0.902679
-0.719181,0.929487
-0.518971,0.899104
-0.584843,0.918855
-0.511694,0.906451
-0.576589,0.893643
-0.707961,0.944724
-0.464377,0.890668
-0.485642,0.889828
-0.526471,0.90393
-0.493685,0.89284
-0.703023,0.919094
-0.597282,0.92491
-0.640896,0.938548
-0.564212,0.913249
-0.574726,0.924577
-0.808846,0.935961
-0.699975,0.939606
-0.704792,0.944277
-0.737428,0.936605
-0.717935,0.931787
-0.946596,0.88532
-0.957095,0.90405
-0.971359,0.883276
-0.998988,0.890243
-0.974874,0.886566
-1.261936,0.844582
-0.603135,0.93174
-0.641973,0.930461
-0.627329,0.936869
-0.59726,0.92886
-0.847834,0.940581
-0.944509,0.924941
-0.869388,0.928624
-0.935124,0.928552
-0.924613,0.91453
-1.141003,0.864541
-0.518319,0.90175
-0.530586,0.913724
-0.529763,0.894714
-0.546413,0.909495
-0.751328,0.939911
-0.472708,0.892768
-0.428349,0.872231
-0.377337,0.850031
-0.470197,0.888821
-0.623937,0.910544
-0.584614,0.92966
-0.616158,0.934011
-0.591187,0.930294
-0.628043,0.930662
-0.803328,0.925804
-0.411883,0.849289
-0.352795,0.828024
-0.424319,0.847125
-0.393476,0.846264
-0.586201,0.92457
-0.30509,0.776236
-0.328644,0.810089
-0.314277,0.780684
-0.351237,0.823282
-0.47416,0.893358
-0.54263,0.904884
-0.582196,0.918934
-0.53877,0.894856
-0.561975,0.918011
-0.770053,0.950383
-0.550723,0.908545
-0.56537,0.924383
-0.581573,0.915964
-0.618515,0.923474
-0.770894,0.936886
-0.678301,0.935404
-0.66444,0.92608
-0.601842,0.921071
-0.662394,0.923446
-0.804186,0.931608
-0.338534,0.816418
-0.347171,0.824178
-0.378967,0.843917
-0.326135,0.798437
-0.500012,0.901275
-0.679889,0.933175
-0.693578,0.937693
-0.715328,0.944543
-0.670046,0.937295
-0.902641,0.96207
-0.425409,0.828443
-0.384875,0.839853
-0.471377,0.827415
-0.405983,0.837735
-0.605657,0.929321
-1.09437,0.962689
-1.073976,0.954578
-1.051934,0.966285
-1.058334,0.955622
-1.320992,0.937215
-0.661703,0.935192
-0.672158,0.9289
-0.666245,0.93625
-0.677445,0.934557
-0.815632,0.94825
-0.540032,0.913112
-0.505766,0.902815
-0.510879,0.907853
-0.556966,0.917186
-0.737562,0.920357
-0.642821,0.93511
-0.624814,0.936638
-0.745431,0.940769
-0.704619,0.936549
-0.884562,0.928404
-0.537479,0.881147
-0.53027,0.887788
-0.549543,0.887146
-0.492802,0.888037
-0.715831,0.949929
-0.393015,0.852009
-0.333403,0.811911
-0.366647,0.842037
-0.361601,0.833067
-0.557692,0.909516
-0.88681,0.947872
-0.90827,0.930964
-0.900717,0.941363
-0.908426,0.921613
-1.111119,0.872374
-0.554713,0.915947
-0.506194,0.905275
-0.551945,0.911367
-0.515835,0.906863
-0.687744,0.934893
-0.645787,0.938473
-0.660685,0.93677
-0.641573,0.936852
-0.63816,0.931294
-0.885949,0.949054
-0.449871,0.879928
-0.429521,0.87559
-0.442914,0.877687
-0.448306,0.881134
-0.639933,0.917364
-1.063778,0.942868
-1.031746,0.919434
-1.054608,0.937356
-1.028474,0.918185
-1.335112,0.901722
-0.505001,0.905118
-0.520839,0.910121
-0.48237,0.898046
-0.490299,0.901913
-0.717246,0.914137
-0.492172,0.890135
-0.358951,0.830958
-0.460604,0.884537
-0.407245,0.864792
-0.567045,0.906602
-0.985663,0.964616
-0.996146,0.959369
-1.025469,0.960293
-0.98214,0.953905
-1.236987,0.95042
-0.514341,0.896624
-0.491969,0.895705
-0.586411,0.90933
-0.53295,0.911597
-0.668095,0.934345
-0.823532,0.954138
-0.875339,0.955304
-0.83929,0.955222
-0.897592,0.950477
-1.076627,0.923949
-1.318127,0.950035
-1.256069,0.923231
-1.314639,0.931704
-1.284046,0.92573
-1.529809,0.917235
-0.602339,0.878276
-0.631508,0.915297
-0.604639,0.90387
-0.56082,0.909535
-0.789732,0.95609
-0.891679,0.962826
-0.829528,0.957257
-0.828705,0.959831
-0.818549,0.956389
-1.083948,0.952343
-0.482266,0.89139
-0.403872,0.86079
-0.487098,0.896579
-0.400785,0.857667
-0.670858,0.918825
-0.958303,0.930196
-0.937515,0.921755
-0.99853,0.933501
-1.082475,0.939702
-1.233175,0.910475
-0.43254,0.855805
-0.459197,0.876966
-0.420498,0.83664
-0.500105,0.891767
-0.622364,0.932016
-0.843376,0.954849
-0.814118,0.938745
-0.824468,0.955316
-0.780953,0.948418
-1.08218,0.942481
-0.499927,0.889564
-0.477224,0.889441
-0.526484,0.874398
-0.454995,0.884321
-0.677049,0.942048
-0.847858,0.947852
-0.860842,0.946365
-0.888733,0.952084
-0.832051,0.954728
-1.052119,0.918881
-0.412029,0.853389
-0.397017,0.842983
-0.436413,0.865642
-0.392803,0.84869
-0.606848,0.93032
-0.968387,0.902433
-1.02665,0.918481
-0.906021,0.911342
-0.881091,0.916448
-1.162249,0.887454
-0.380465,0.818664
-0.354397,0.827443
-0.36287,0.808711
-0.358816,0.817244
-0.542744,0.912636
-0.876921,0.960232
-0.894551,0.937783
-0.851205,0.957791
-0.87264,0.951257
-1.094552,0.912539
-0.780536,0.949215
-0.742456,0.94974
-0.793822,0.950759
-0.743591,0.947892
-0.928814,0.941991
-0.432448,0.832769
-0.360921,0.81726
-0.419443,0.83156
-0.364945,0.831496
-0.563176,0.920236
-0.489459,0.884584
-0.448885,0.882694
-0.434571,0.875577
-0.41627,0.871502
-0.651142,0.927014
-0.473232,0.830944
-0.484946,0.852421
-0.389419,0.778596
-0.399229,0.79081
-0.57412,0.911745
-0.551349,0.912315
-0.422413,0.860521
-0.5538,0.916561
-0.387733,0.848096
-0.634744,0.928384
-0.483468,0.824106
-0.445136,0.836945
-0.457687,0.852639
-0.465451,0.810617
-0.607386,0.928406
-0.964917,0.965113
-1.041475,0.970374
-0.941704,0.942262
-1.039383,0.958768
-1.162154,0.936589
-0.732538,0.941532
-0.72464,0.945244
-0.67945,0.941688
-0.656085,0.940152
-0.923081,0.957917
-0.960556,0.964867
-0.880779,0.964577
-0.854074,0.965278
-0.929901,0.959073
-1.119424,0.936875
-0.414157,0.808257
-0.454025,0.836698
-0.412624,0.809043
-0.420492,0.813735
-0.58842,0.921798
-0.577267,0.927559
-0.598038,0.932647
-0.602464,0.933072
-0.6213,0.937114
-0.815549,0.927094
-0.958957,0.933158
-0.98347,0.921478
-0.982676,0.942684
-0.980079,0.876555
-1.235135,0.872906
-0.866813,0.956165
-0.867946,0.933367
-0.865862,0.924366
-0.857995,0.950225
-1.138883,0.910212
-0.488741,0.882283
-0.506018,0.887674
-0.556629,0.899915
-0.531882,0.894049
-0.7235,0.946689
-0.341924,0.789496
-0.372291,0.822755
-0.378691,0.807449
-0.398012,0.823324
-0.551437,0.916997
-0.5274,0.879149
-0.325772,0.782343
-0.4542,0.821261
-0.412517,0.84646
-0.54765,0.913132
-0.574898,0.92103
-0.596116,0.930249
-0.567199,0.920581
-0.601784,0.927046
-0.79614,0.940361
-0.7612,0.955507
-0.744247,0.954398
-0.723416,0.950291
-0.708335,0.949672
-0.954391,0.955694
-0.631236,0.933379
-0.583073,0.922553
-0.643253,0.930927
-0.582416,0.918392
-0.837368,0.897388
-0.474092,0.810994
-0.458625,0.856184
-0.428966,0.794093
-0.330262,0.791478
-0.59064,0.922021
-0.535946,0.881944
-0.551146,0.89853
-0.578527,0.895538
-0.492965,0.881004
-0.745871,0.95448
-0.346167,0.752331
-0.352615,0.799106
-0.389446,0.775029
-0.374146,0.809531
-0.528157,0.909158
-0.483706,0.886927
-0.389742,0.853105
-0.435429,0.87426
-0.469084,0.870004
-0.613971,0.924278
-0.373449,0.778305
-0.423311,0.857393
-0.429433,0.849254
-0.3961,0.815153
-0.543883,0.915665
-0.569809,0.913702
-0.483943,0.880747
-0.597527,0.915376
-0.507945,0.900915
-0.776149,0.939912
-0.559457,0.920478
-0.468997,0.88099
-0.496868,0.899323
-0.48578,0.886606
-0.693625,0.932522
-0.619367,0.927127
-0.604405,0.914324
-0.654897,0.91902
-0.664949,0.934947
-0.833932,0.959642
-0.494346,0.881997
-0.500748,0.864562
-0.496163,0.821196
-0.412108,0.830593
-0.594875,0.926431
-0.518493,0.897938
-0.37844,0.845575
-0.487689,0.871974
-0.399913,0.860498
-0.570504,0.924138
-0.546305,0.918343
-0.483981,0.897057
-0.605442,0.930857
-0.622872,0.920543
-0.737431,0.926944
-0.415858,0.82724
-0.406887,0.815564
-0.446982,0.841927
-0.404101,0.818717
-0.600395,0.928988
-0.430201,0.854719
-0.446203,0.840722
-0.385152,0.83312
-0.424133,0.856239
-0.612943,0.931998
-0.89563,0.946311
-0.886496,0.954244
-0.900435,0.951465
-0.857236,0.949796
-1.140912,0.92131
-0.395846,0.85207
-0.320666,0.80671
-0.39997,0.850486
-0.304998,0.794903
-0.559517,0.909783
-0.7201,0.948966
-0.64029,0.936763
-0.697534,0.947286
-0.654689,0.940071
-0.901347,0.937719
-0.397656,0.840754
-0.417743,0.83282
-0.458809,0.849737
-0.370999,0.841456
-0.555728,0.920107
-0.575992,0.906594
-0.480268,0.890162
-0.547943,0.886746
-0.456607,0.881312
-0.740688,0.95105
-0.485167,0.893347
-0.46597,0.891389
-0.470384,0.889982
-0.490371,0.896304
-0.701487,0.93748
-0.860896,0.965252
-0.856452,0.960939
-0.850196,0.961798
-0.850906,0.960555
-1.06833,0.953173
-0.44466,0.827202
-0.403598,0.809365
-0.415412,0.818488
-0.39565,0.82544
-0.566548,0.918428
-0.490108,0.836179
-0.417125,0.842265
-0.460597,0.851894
-0.451622,0.845609
-0.657436,0.93827
-0.503495,0.889764
-0.462613,0.883528
-0.499835,0.894295
-0.487736,0.881068
-0.709539,0.93782
-0.540543,0.911886
-0.498851,0.892583
-0.525421,0.904327
-0.511557,0.900374
-0.750484,0.930711
-0.410122,0.778502
-0.403759,0.779518
-0.53644,0.820215
-0.496191,0.816186
-0.556723,0.881056
-0.552412,0.917094
-0.581912,0.920925
-0.550154,0.912709
-0.548498,0.915178
-0.784206,0.943664
-0.475308,0.84081
-0.453892,0.867315
-0.429595,0.862508
-0.437457,0.860818
-0.598907,0.929354
-0.494357,0.858425
-0.512982,0.893931
-0.473268,0.874593
-0.46605,0.876405
-0.621176,0.933392
-0.417877,0.786545
-0.426622,0.811852
-0.470502,0.842541
-0.445831,0.832946
-0.57482,0.917588
-0.486194,0.882859
-0.35635,0.826948
-0.48963,0.890156
-0.341013,0.818969
-0.606674,0.919034
-0.607927,0.922113
-0.548572,0.911401
-0.594862,0.924918
-0.556712,0.900616
-0.761624,0.94362
-0.527035,0.872483
-0.510468,0.882419
-0.487931,0.892652
-0.521955,0.895109
-0.692598,0.944479
-0.604651,0.932537
-0.583083,0.924571
-0.590233,0.930684
-0.635001,0.940108
-0.844671,0.92585
-0.485277,0.894382
-0.497631,0.886316
-0.468481,0.88633
-0.478424,0.890339
-0.696208,0.923331
-0.425363,0.802179
-0.386657,0.811746
-0.397082,0.822032
-0.396813,0.770429
-0.570541,0.920967
-0.389528,0.843927
-0.42975,0.862606
-0.405197,0.851746
-0.356445,0.829072
-0.56788,0.915646
-0.456864,0.889238
-0.486593,0.898522
-0.479388,0.89887
-0.44958,0.885215
-0.665209,0.90543
-0.437718,0.815777
-0.30375,0.795851
-0.436658,0.799289
-0.323947,0.812117
-0.566372,0.92053
-0.625704,0.928327
-0.687816,0.899178
-0.634931,0.93412
-0.620161,0.92089
-0.847174,0.925772
-0.530926,0.87468
-0.426555,0.848889
-0.44334,0.871513
-0.386562,0.847536
-0.612189,0.927765
-0.49323,0.868549
-0.429114,0.861281
-0.470536,0.867918
-0.406024,0.841049
-0.608523,0.931244
-0.530105,0.907258
-0.444894,0.878186
-0.494303,0.897354
-0.40683,0.857212
-0.681085,0.931423
-0.443924,0.872785
-0.474303,0.893222
-0.449469,0.868614
-0.457645,0.882065
-0.677829,0.93194
-0.410704,0.832385
-0.434576,0.866499
-0.440882,0.858966
-0.39148,0.851713
-0.603335,0.927245
-0.531855,0.895767
-0.561679,0.916101
-0.457809,0.885042
-0.436613,0.853652
-0.707002,0.939983
-0.532268,0.903455
-0.482059,0.882858
-0.519396,0.894612
-0.422128,0.864342
-0.691241,0.930348
-0.499361,0.836012
-0.503444,0.876581
-0.519107,0.876425
-0.526186,0.875964
-0.643413,0.933813
-0.401018,0.808768
-0.459945,0.874504
-0.373005,0.830663
-0.418371,0.845419
-0.566803,0.921782
-0.505258,0.886182
-0.482473,0.891637
-0.462817,0.88514
-0.526284,0.900285
-0.738933,0.938152
-0.992668,0.954305
-1.008005,0.948157
-1.019203,0.95539
-0.995003,0.945737
-1.254727,0.914708
-0.496469,0.866249
-0.435855,0.878308
-0.371227,0.843899
-0.461089,0.856456
-0.63277,0.931923
-0.477715,0.785462
-0.491984,0.840895
-0.450803,0.837465
-0.512174,0.857824
-0.619532,0.923045
-0.466808,0.837702
-0.447081,0.88075
-0.443835,0.88041
-0.5113,0.879352
-0.602684,0.930666
-0.460664,0.842466
-0.45353,0.867465
-0.434684,0.855444
-0.462699,0.874177
-0.636382,0.933156
-0.415881,0.856194
-0.561272,0.876968
-0.426059,0.848638
-0.40123,0.838329
-0.641569,0.935157
-0.472787,0.861154
-0.47459,0.865306
-0.481752,0.886375
-0.481478,0.879168
-0.607014,0.926223
-0.370421,0.824914
-0.384097,0.845067
-0.390352,0.841925
-0.334397,0.817879
-0.567797,0.919962
-0.473015,0.890826
-0.463243,0.892309
-0.535927,0.911941
-0.523481,0.911763
-0.675336,0.910076
-0.461401,0.851398
-0.455796,0.858624
-0.485537,0.864626
-0.480807,0.874497
-0.683776,0.935467
-0.808084,0.960622
-0.790971,0.952065
-0.763554,0.956045
-0.762633,0.956006
-1.016716,0.94607
-0.504726,0.866983
-0.544472,0.909033
-0.566352,0.859893
-0.573904,0.923733
-0.698931,0.948594
-0.930977,0.93464
-0.860584,0.936489
-0.950771,0.935075
-0.863319,0.928288
-1.073579,0.887111
-0.508824,0.843922
-0.431927,0.82988
-0.485062,0.834463
-0.471095,0.847873
-0.612893,0.928457
-0.394352,0.834275
-0.416574,0.851069
-0.399198,0.815671
-0.400366,0.823674
-0.556239,0.918212
-0.740449,0.94709
-0.833979,0.957703
-0.787937,0.950063
-0.808955,0.950575
-1.030279,0.926658
-0.58979,0.90826
-0.503866,0.897508
-0.535842,0.875177
-0.486878,0.899649
-0.712105,0.946371
-0.416153,0.769828
-0.466754,0.843246
-0.489353,0.83284
-0.413859,0.797023
-0.547912,0.895878
-0.864306,0.959696
-0.923211,0.961237
-0.877502,0.952003
-0.922657,0.954722
-1.135441,0.933338
-0.508301,0.872866
-0.482648,0.855457
-0.484803,0.875295
-0.480974,0.854104
-0.661998,0.943379
-0.466219,0.871317
-0.375808,0.842373
-0.545835,0.911921
-0.391841,0.856051
-0.535069,0.915211
