slope,r2
-0.8502489740705913,0.9525093975700575
-0.9711657680512183,0.8635849197247664
-0.9332960216953862,0.9076555888068051
-0.917022459059284,0.9106440236711418
-0.912640982056314,0.9186983193662174
-0.9638246696780127,0.9585238826074431
-1.0657435237053032,0.9030063253807429
-1.050293077900123,0.910750580109884
-1.0759333608031156,0.8896506330236951
-1.0336377403813188,0.9226146432616349
-1.56912621719955,0.8453326288294418
-1.628698559996701,0.8070413040064319
-1.782692350658413,0.8067713231996846
-1.9377933406795604,0.7992123178600257
-1.6963298455342037,0.827603050438785
-1.2442473493074933,0.7124446335665416
-1.2270732021660877,0.7189965048436673
-1.3271420254777249,0.6986269557016866
-1.2546466795111264,0.695079500668779
-1.2791254328473065,0.7033900758033789
-0.9917720610549976,0.975176237477844
-0.9731291725818896,0.9437201556548455
-0.9996003714012565,0.958716952465024
-0.9577969898242101,0.938772102646406
-0.9810695997976702,0.9589954263149778
-1.444601718491265,0.9309449170511814
-1.316393441763003,0.880612551744993
-1.538086112193466,0.9133024089864417
-1.4401546437667136,0.8699905580449405
-1.4298790802060395,0.9025932500331749
-0.7537756878064683,0.9236081956470908
-0.7267849660799203,0.9173203589620664
-0.7901784717053144,0.9323785964440092
-0.7496845190677738,0.9255949989324775
-0.751758739719657,0.9227940473151561
-0.7996653043041394,0.9278348189581274
-0.7319002171453721,0.8984210053138588
-0.6829436285066526,0.8781796001562509
-0.7341668850699302,0.8955319848006649
-0.7282219261612631,0.9024997110387896
-1.3788140827197735,0.9129488368945404
-1.3735834366861412,0.8748687212799293
-1.3873645679090445,0.895265049532758
-1.3724368216924934,0.8760561934238689
-1.3759279327194904,0.8924746015490312
-0.8875178840620258,0.9358726491486145
-0.7765525043312728,0.9247019943070247
-0.8349431903096554,0.9040101569369139
-0.7616835831415654,0.9280418189280256
-0.806894134836041,0.9305040048309321
-1.082592094452528,0.9733393319391173
-1.0467015015278887,0.9534598472503216
-1.041917828911234,0.9721015364342923
-0.8170413026306509,0.955842043346303
-0.9901119410190589,0.9723800367368336
-1.3748325406481137,0.7391668587822193
-0.994246583018424,0.8166948700034404
-1.4014129072299208,0.7288398887592407
-1.2736478537214386,0.7633391991169362
-1.211161732773702,0.7874786616714625
-1.0248892847826694,0.9368022044989338
-0.8118319883484284,0.9549228991180531
-1.0283325269819101,0.9537270240727723
-0.8892598168052015,0.9524068897755891
-0.9343305877380199,0.9550341117446394
-0.8078408702799809,0.9464545660430244
-0.6387205196825271,0.8788383840275527
-0.7848387027586641,0.9413493387649764
-0.9133987260546181,0.9743255934510773
-0.7705920928816774,0.9354322233207192
-0.8246204551839483,0.9419313057199613
-0.7350273626765487,0.9070753604752149
-0.7791396742224054,0.9280584238523569
-0.6836840809727628,0.8902365886212229
-0.7339768933624701,0.9007386873810205
-0.9406040774800516,0.863683110609001
-0.8820586384281195,0.7039861107259566
-0.8534384010857776,0.885992101310281
-0.8513490989601707,0.7766415561008985
